"","Ailuropoda_melanoleuca","Bos_taurus","Colobus_angolensis_palliatus","Cebus_capucinus_imitator","Canis_familiaris","Capra_hircus","Callithrix_jacchus","Chinchilla_lanigera","Cavia_porcellus","Dasypus_novemcinctus","Equus_asinus_asinus","Equus_caballus","Felis_catus","Gorilla_gorilla","Heterocephalus_glaber","Homo_sapiens","Ictidomys_tridecemlineatus","Loxodonta_africana","Monodelphis_domestica","Macaca_fascicularis","Myotis_lucifugus","Macaca_mulatta","Microcebus_murinus","Mus_musculus","Microtus_ochrogaster","Mustela_putorius_furo","Meriones_unguiculatus","Nomascus_leucogenys","Neovison_vison","Ovis_aries","Oryctolagus_cuniculus","Octodon_degus","Otolemur_garnettii","Papio_anubis","Phascolarctos_cinereus","Peromyscus_maniculatus_bairdii","Pan_paniscus","Panthera_pardus","Pan_troglodytes","Rattus_norvegicus","Saimiri_boliviensis_boliviensis","Sus_scrofa","Tursiops_truncatus","Vombatus_ursinus","Vulpes_vulpes"
"PTHR24012_SF283",1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,2,1,2,4,1,1,1,2,1,1
"PTHR24012_SF284",1,6,7,12,3,3,3,5,3,4,2,1,2,6,10,1,7,1,1,5,1,3,7,2,5,3,3,7,4,2,3,9,5,6,3,6,8,5,10,3,5,2,2,2,4
"PTHR24012_SF294",2,1,4,8,5,3,5,2,1,6,2,1,1,4,5,2,1,3,1,4,6,3,5,3,4,1,2,4,3,1,3,2,1,6,3,2,6,1,4,3,7,2,1,4,6
"PTHR24012_SF295",1,1,1,1,2,1,2,1,1,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,2
"PTHR24012_SF301",1,1,2,2,1,2,1,1,2,1,1,1,1,2,5,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,4,2,2,1,1,1,1
"PTHR24012_SF307",1,4,1,2,1,4,2,1,1,2,1,1,1,1,3,1,0,1,0,1,1,1,2,1,0,1,2,1,1,4,1,4,1,1,0,0,1,1,1,1,3,1,1,0,1
"PTHR24012_SF309",9,5,7,13,8,7,10,4,3,18,3,3,8,8,7,3,6,5,1,8,10,8,9,2,2,16,1,6,2,11,9,12,8,11,2,4,6,8,4,4,7,1,1,1,3
"PTHR24012_SF329",1,7,1,1,1,7,1,2,1,3,1,1,1,1,2,1,6,1,1,1,2,1,2,1,2,2,1,1,1,8,3,6,2,1,1,3,1,1,1,1,1,3,1,2,1
"PTHR24014",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR24016",2,2,2,1,3,2,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2
"PTHR24020",1,2,1,1,1,2,3,2,2,2,2,2,1,1,2,1,2,1,1,2,11,2,2,2,2,1,2,1,1,2,1,2,2,2,2,3,1,1,1,3,2,1,2,2,1
"PTHR24021",4,4,4,4,4,4,5,4,4,4,5,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,5,4,4,4,5,5,5,4,3,4
"PTHR24022_SF74",2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,3,1,2
"PTHR24023_SF164",2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,0,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2
"PTHR24023_SF481",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
"PTHR24023_SF509",1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,7,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"PTHR24024_SF13",1,1,2,1,1,1,3,1,1,1,1,1,1,2,1,2,1,1,2,2,0,3,1,1,1,1,1,2,1,1,1,1,0,2,2,1,1,1,2,1,1,1,1,2,1
"PTHR24024_SF15",1,6,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,4,1,14,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR24025",7,7,7,7,3,7,4,7,6,7,7,6,6,7,7,7,5,6,7,7,7,7,7,9,7,7,7,7,8,7,7,7,7,6,6,7,7,7,7,7,4,6,6,10,7
"PTHR24027_SF252",2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"PTHR24027_SF290",2,1,2,2,3,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1
"PTHR24027_SF293",1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,3,2,2,2,2,3,2,2,2,2
"PTHR24027_SF85",2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
"PTHR24028_SF80",1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,3,2
"PTHR24030",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2
"PTHR24031_SF171",1,2,4,3,1,1,2,1,1,2,0,1,1,3,2,1,1,1,1,2,1,1,2,1,3,2,1,6,1,1,1,1,1,2,1,1,2,1,3,1,3,2,1,1,0
"PTHR24031_SF182",1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,3,1,1,1,1,1,1,3,1,1,2,1,1,1,0,1,1,2,1,2,1,1,1,2,1,1,1
"PTHR24031_SF194",1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,3,2,2,1,2,3,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1
"PTHR24031_SF195",1,1,1,3,1,3,3,1,3,2,2,1,1,1,2,2,1,1,1,1,1,2,2,3,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,3,2,2,1,1,2
"PTHR24031_SF197",1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,4,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1
"PTHR24031_SF204",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1
"PTHR24031_SF212",1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,0,4,3,1,1,2,1,1,2,1,1,1,1,1,1
"PTHR24031_SF214",1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1
"PTHR24031_SF221",1,1,5,3,3,1,2,1,2,2,1,1,1,6,4,1,1,2,2,3,2,2,2,1,3,1,1,7,1,1,4,6,2,2,1,3,7,2,7,1,5,1,1,1,3
"PTHR24031_SF226",1,4,3,4,2,1,3,1,4,4,1,1,1,4,6,1,4,1,1,3,2,2,3,1,1,1,1,2,1,2,3,5,1,4,1,2,2,2,3,1,4,1,1,1,1
"PTHR24031_SF227",1,1,3,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,3,1,1,1,1,1,1
"PTHR24031_SF54",1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,1,2,1,1,0,1,1,1
"PTHR24031_SF57",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,6,3,1,1,1,1,1,2,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1
"PTHR24031_SF71",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24033_SF37",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"PTHR24038_SF2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24039",3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,2,3,3,2,2,3,2,3,3,3,3,2,3,3,3,4,3,2,3,2,3,3,3,2,3
"PTHR24040",2,2,2,2,2,2,2,1,2,2,1,1,2,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,1,2,2,2
"PTHR24041",3,1,2,1,1,1,1,2,2,2,1,1,2,1,2,4,2,2,1,3,1,2,1,4,1,3,2,2,2,5,2,2,4,2,1,3,2,0,1,2,1,1,2,0,2
"PTHR24042",3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR24043",4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,3,2,4,4,4,4,4,4,4,4,4,4,3,1,4,4,4,4,4,4,5,4,4,4,3,4,5,4
"PTHR24046",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3
"PTHR24050",2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
"PTHR24052",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR24054",1,2,2,2,2,2,2,2,2,3,2,2,2,3,5,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,3,2
"PTHR24055_SF101",1,1,3,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24055_SF102",1,1,2,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,3,1,3,1,1,1,1,1,1
"PTHR24055_SF110",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24055_SF111",1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"PTHR24055_SF162",2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR24055_SF167",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24055_SF171",2,1,3,2,1,1,1,1,1,4,2,1,1,4,1,1,2,2,3,5,1,1,2,1,1,1,1,3,1,1,1,2,2,4,1,1,4,1,4,1,2,1,1,1,1
"PTHR24056_SF107",1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
"PTHR24056_SF128",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24056_SF129",1,3,1,7,2,1,2,1,1,2,1,1,2,1,1,1,2,1,0,1,2,1,1,1,2,1,1,1,1,2,1,3,1,1,1,4,1,1,1,1,4,1,1,1,1
"PTHR24056_SF158",1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,1,1,1,1
"PTHR24056_SF171",1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"PTHR24056_SF173",2,2,4,4,3,2,4,2,3,2,2,2,2,2,5,2,2,2,4,3,3,3,3,2,2,2,1,2,2,2,2,6,3,3,2,2,2,3,2,1,5,3,2,3,3
"PTHR24057",2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR24058_SF26",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,3,1
"PTHR24058_SF29",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24058_SF3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24060",8,8,8,9,8,10,9,8,10,13,9,8,8,8,8,8,9,10,11,8,10,8,8,8,9,8,9,9,9,12,10,8,9,8,11,8,8,8,8,8,8,8,8,10,9
"PTHR24061_SF3",1,1,1,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1
"PTHR24062",12,36,2,2,10,4,11,8,4,30,33,33,25,6,3,4,11,32,81,2,0,0,1,238,8,4,72,2,11,31,124,3,28,2,15,88,5,14,3,107,0,22,0,15,9
"PTHR24063_SF13",1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24063_SF289",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1
"PTHR24064_SF205",1,2,1,1,1,2,1,1,1,4,2,2,1,1,1,1,2,2,5,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,3,2,1,1,1,2,1,1,1,6,1
"PTHR24064_SF48",1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,3,1,0,1,1,1,1,1,1,1,1,0,1
"PTHR24064_SF5",2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,1,3,3,2,2,2,2,2,1,2,2,2,2,3,2,4,2,2,2,1,2,2,2
"PTHR24064_SF52",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
"PTHR24065",3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3
"PTHR24067_SF41",1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,2,1,2,1,1,1,1
"PTHR24067_SF44",1,1,4,5,1,2,1,1,1,1,1,1,2,3,1,1,1,3,1,5,1,3,3,1,1,3,2,4,3,1,1,2,3,4,6,2,3,2,5,1,4,1,1,8,1
"PTHR24067_SF51",2,3,2,3,1,1,1,1,1,2,1,1,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,3,2,1,2,3
"PTHR24067_SF54",1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24067_SF56",1,1,4,5,1,3,2,1,1,2,1,1,1,2,1,2,2,1,1,3,1,1,3,1,1,1,1,1,1,3,2,4,1,3,1,1,2,1,2,1,5,2,1,1,1
"PTHR24067_SF57",1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,1,1,1
"PTHR24067_SF69",1,2,3,4,3,3,4,3,3,4,2,2,5,3,7,2,3,1,2,3,2,2,6,1,4,1,1,3,4,1,8,5,2,3,3,2,3,4,3,2,3,2,1,2,2
"PTHR24067_SF79",1,2,7,6,13,3,9,4,3,2,3,2,3,2,8,2,3,2,1,6,1,1,3,1,3,5,3,3,3,2,5,6,1,5,2,4,4,4,4,1,6,3,1,1,12
"PTHR24067_SF83",1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24067_SF9",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,3,1
"PTHR24067_SF91",1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1
"PTHR24068_SF23",1,1,1,1,2,1,1,1,2,1,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,6,1,1,1,1,1,2,1,1,1,2,1,1,2
"PTHR24068_SF25",1,1,2,3,1,2,1,1,1,1,1,1,1,1,3,1,1,1,2,3,1,1,2,1,1,1,1,1,1,1,2,4,1,3,1,3,1,2,1,1,1,2,1,1,1
"PTHR24068_SF26",2,1,2,1,4,2,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,3,1,1,2,1,1,1,1,1,2,3
"PTHR24068_SF28",1,1,3,4,4,2,7,1,1,1,2,1,1,3,4,2,1,2,1,5,5,4,4,1,6,0,2,4,1,1,3,7,4,5,1,2,4,1,4,0,2,2,1,6,2
"PTHR24068_SF36",1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR24068_SF48",1,5,3,7,5,6,2,3,3,2,2,2,2,2,8,2,3,2,4,3,0,2,6,2,2,2,4,6,4,6,3,11,1,4,6,4,4,3,3,2,3,4,1,6,4
"PTHR24070_SF174",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,2,1,1,1,1,1,1
"PTHR24070_SF184",1,1,3,2,1,1,2,2,2,1,1,2,1,2,2,3,2,0,2,2,0,1,2,3,1,0,1,2,1,1,0,1,1,3,1,8,2,2,2,1,2,1,2,2,2
"PTHR24070_SF186",1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24070_SF189",1,1,0,2,1,1,3,1,1,0,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1
"PTHR24070_SF199",1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1
"PTHR24070_SF203",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,1,0,1,1,1,1,1,1,1,2,1,1,1,0,0,1,1
"PTHR24070_SF204",1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,3,1,1,2,1,1,1
"PTHR24070_SF208",1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24070_SF221",1,1,1,1,1,1,3,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24070_SF224",3,3,3,2,1,1,2,1,5,1,1,1,1,3,3,1,1,2,1,3,1,1,1,2,2,1,1,2,1,1,2,6,2,4,1,1,2,1,2,1,2,1,1,1,1
"PTHR24070_SF231",1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,2,1,2,2,1,1,1
"PTHR24070_SF239",1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,3,1,1,1,1
"PTHR24071",2,4,4,4,2,5,1,2,0,5,1,1,2,3,2,1,3,1,2,2,0,1,3,3,2,1,2,3,3,4,2,6,1,4,2,4,3,1,2,4,3,2,1,1,1
"PTHR24072_SF100",3,2,3,2,4,4,3,3,2,3,3,3,2,2,5,4,6,3,4,3,4,2,5,3,4,3,4,4,3,4,3,6,2,3,4,4,3,4,3,3,4,3,3,6,4
"PTHR24072_SF107",2,2,3,3,2,2,2,2,2,3,2,2,2,3,3,2,2,1,2,3,1,2,2,2,2,2,2,4,2,2,1,4,2,3,2,2,4,2,3,2,2,2,2,4,2
"PTHR24072_SF129",1,1,4,4,3,2,3,1,1,1,1,2,2,2,4,1,2,0,1,6,1,1,1,1,1,2,1,1,1,1,2,5,2,4,2,1,3,3,3,1,2,1,1,1,2
"PTHR24072_SF13",1,1,2,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1
"PTHR24072_SF137",1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"PTHR24072_SF150",1,1,3,2,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,2,0,1,1
"PTHR24073_SF22",1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"PTHR24073_SF313",1,2,2,1,1,2,1,1,1,2,1,1,1,3,4,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,3,1,2,1,3,2,1,2,1,1,1,1,1,1
"PTHR24073_SF341",1,2,1,3,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,4,1,1,1,1,1,1,1,1,1,2,0,2,1
"PTHR24073_SF358",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
"PTHR24073_SF359",2,3,2,2,3,3,2,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,3,5,3,2,3,2,2,2,2,2,2,3,1,4,3
"PTHR24073_SF366",1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"PTHR24073_SF372",1,1,2,1,1,2,2,8,1,1,1,1,1,2,7,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,2,7,1,2,1,1,2,3,2,1,1,1,1,1,1
"PTHR24073_SF403",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,2,2
"PTHR24073_SF419",1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,3,1,1,3,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1,1,2,1,2,1,2,1,1,1,1
"PTHR24073_SF421",1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24073_SF439",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,2,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,1
"PTHR24073_SF455",1,1,1,1,2,1,3,1,1,0,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,0,2,1,1,1,1,2,2,2,1,1,1,1,1,2
"PTHR24076_SF1",1,2,1,1,2,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24076_SF75",1,2,1,2,4,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,0,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2
"PTHR24076_SF94",2,2,3,7,3,4,1,2,3,5,1,2,2,2,3,1,2,1,1,2,2,1,2,1,4,6,1,2,5,6,6,5,5,2,2,2,1,3,1,1,3,2,1,2,6
"PTHR24077_SF210",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2
"PTHR24077_SF212",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR24077_SF238",1,1,2,6,2,1,2,3,2,2,3,1,1,3,5,1,5,1,3,2,1,1,1,1,2,1,3,4,1,1,2,4,5,1,2,5,3,1,3,2,3,1,1,2,1
"PTHR24078_SF131",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"PTHR24078_SF153",1,1,1,3,1,1,3,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,1,2,1,2,1,1,1,1
